account,card_number
52599228735,2079193117087787
62475537529,8697785922838499
14435210703,4368382310064922
95388751717,3109244321774817
35577466305,1730298118327328
12439763249,2914056024239272
89033252698,4286535434078165
97150778624,3186884821553954
98687173385,7316736638528227
86784426377,2987029402315087
21198103918,4949815013813483
33398739201,8104357880429519
81469452825,4415595278000620
29113894969,6221127261617056
26793073700,3741340502642617
98383075652,9716521193566465
16365263422,6267755353887484
24750754043,7691099003639555
23043946494,2125619133935797
87046118772,4619443131234813
29720598430,3227820521625161
46509310335,7273666548155355
24648409860,1399345583534033
74913339667,6639409286835297
12782724185,4822891899239764
57138685233,2953298259764863
76168406442,1678130444644677
11007752649,3708030283337353
91887871299,4752648501616391
55038329948,4057611504848947
47430961605,5784875510183058
47124395102,5372268521402188
61923100839,4238743706008828
61698853185,3262890499550157
33558966480,6656964308926937
51761065161,7545457536903781
11554426843,9581403997918967
15501668876,7549710999679714
55803094277,5068562487006187
48571243170,2346987462718294
13557989604,4384166528872040
64629823869,5743077492039818
49219998394,8491180517127566
67240652462,4023401621324235
61871205325,2705266255290809
89481408576,4871238552012540
93363389399,5745668034698150
67996010258,6804246900567188
23931008851,1295744445244973
30343604151,4953839107461214
40160456359,3106993339385094
16889588486,7904247397273334
86166568869,3461494212266134
41830069204,7710159010549648
78136215470,2093015917887501
80059865702,9234681151907968
54228300828,1796189351736813
57485734562,9068105868115765
65950948485,9375442942909816
32322507548,6950084748753591
42897165464,7026306923011785
81788782553,5355853925079165
32067470654,9891185880611978
53441018461,3056782747512394
33776457871,6049617628426749
43181791246,2289539257487392
86273215885,3016170235157830
51489288602,3963884948479019
32519481859,1727483099299296
80362341478,4299624269628746
52244935471,8860168525648452
56276975303,3808030337517823
46096289845,1279639716375768
65701579315,1376586637392192
34212614020,6357929271359116
55280369666,2749928532354903
74985339984,2710798339138065
91857870952,4121726914329320
18288428549,1700182313291977
10841798716,9376273666337423
18263747717,7903501195688128
51674983617,9876230560316274
34379154597,4523702500262135
34898900593,9155789542336556
86710990909,7276254170697798
98634401735,2094857924492159
19535503756,2957553548327890
57171302923,2852257695299555
72363035007,4938975826001130
74809860757,9143527561245970
34275051850,7865289664132528
75938502846,3671532221173728
74542047747,1406124788672770
38385395928,4897532901202806
95043616333,4188594275235419
66841551268,5162719538993379
19352815431,5849865928096089
14046939507,4758504886076975
18839871536,6489165458422501
56150134488,6759047642481674
12507825320,7164967545447228
99200923284,2807139057689667
39719121992,1822644629071026
98845407822,2284751339656251
45783821791,8838760730120250
44244533428,2340136733608721
74652606461,8067482748617845
50043647843,9372620846617101
48709440533,4701549969016000
85581627777,3386934975459155
25168552145,2354338228345110
92126075100,2849175390656248
86522811205,7480611904850156
43409764487,5854191697243139
33791711937,9868261413891315
18229786894,7640680520097098
89099958141,1447427569739831
12104934218,5709859348544032
70816177045,4732565184510513
60599313457,2440719856985296
31892099317,1990096723425370
17004886505,4494916887321300
24610025942,7987654445053850
76373796470,5617240454267580
94220031580,7653984591428731
36300184669,4755277441730950
76876078891,6719146593326560
66418809028,8721375195567902
91091559417,8867921097172992
45863212083,7819069574088770
29804604923,8043330609287771
98703380296,1495649810201371
28533266646,5906620072436582
83157001861,9811148744343721
48657560316,1683795938258239
74422812056,8439474469792767
19578952559,1875241879791679
54573512218,1271173532404753
47117868607,3797178559969047
36211237560,5549280275519634
24553083150,3043390549996242
68184961108,4764471768548514
47323294800,4895720415789421
29142424090,8938947018435714
56267171721,2854691602288521
71778544529,4795349921867855
49552243954,3730753202289627
14486634505,1869536500988900
16010307974,8642405426260745
11741407118,6596104545472154
23972727031,9681841698966806
86443854719,8711484316087235
59470713384,7850346088990679
46103529860,4003549895801922
17226540172,6010232873277509
54674767689,5839437279496698
75492711564,7928755580932828
70350525078,2439436762091620
38861382097,9406424024440833
36390821537,4913960674624805
85821507123,2581559730271779
78604601953,7178757583849054
99223331456,4253264177469799
17671004670,9229874057040513
44465811812,6446290470439413
86359539779,4815229331719218
57295789417,5136761605249117
50578885266,8804254347158973
26058212005,7332214557935903
12728929194,3343011852361989
42810655048,8770611173306779
97724884773,7961699045718488
80430245039,2419750794847085
76993864461,1256573624707646
99436398931,8172069773442169
33564585400,6986733916032186
99886853354,3609660010981741
79705549892,7034081568270913
51370732916,8247393874381570
28677260637,4046522329613642
36093312428,4836836976468931
64547682279,4014653911698310
19671153344,6415229235932335
24504876866,1313943732840067
13667274626,6917311211065784
63189855561,8278867976968618
11125584907,3911820046283729
57885607318,6918158994674766
42726974821,9952061134705861
61404912598,7486509664822496
83134280399,8884424461699641
77942928335,4831448874242628
29155321773,8299903552533005
88642252222,6478067934459445
80916988191,4774146426600742
64239854433,9184611865905634
63702976780,3201714705459222
44870368816,3138081809729134
76039876906,4815123516609967
53644658412,6166590801743728
71522009561,1877542701435602
29542828618,6040224754636846
99126209520,7861888709837535
16630417024,2066930763405213
39463413096,4113839500414112
81097870073,3958743843607245
53409631908,8466244987084539
20398951452,5676707847437445
33997552534,7288632897255358
81584959584,8535519523049375
10298291854,7015743508004112
21544817956,3598621273657470
82381260200,7207945981598797
24808594933,6158494575850610
23030500634,2654384349993803
74519198177,3303418504803471
36480393442,2559798213463085
17086568406,1676075300320236
84929239632,3901871758018930
52297383765,7774045200907531
49291725576,4682445487410787
88723039476,6613031284863634
37682413411,1054274452606087
90689389543,9655057101413913
80632471041,3896575715920738
56171918598,7448946197774495
96457120651,3062380877709751
50944640857,2716387798015965
89548717657,9206775052503492
87287458880,8265254010947251
76914221902,7195131060673547
50207330969,9765666424065960
13498151829,3534723770786705
82093072580,3881915652682784
80240700592,4812225124215684
90891555951,6028981108669085
70221594140,7499222094675378
67014040430,9728492200909396
35098678855,5130458782234990
17023931195,5651878666719038
52188609400,8924611607864130
58642022669,7689353957808569
92814422433,9819107022563318
57340197241,5388913787961658
21966687848,1264795844017016
10428696609,9345144412509438
75301308274,5540164176874031
27760941225,1363852922905403
75170405562,2255860104569114
29072512759,2139731008682901
90269400112,1928457680629306
36713110393,5273092908149637
20134007075,4387728968922998
15515451754,9496336116780335
44396915650,1440444660835628
99457485397,6623032634758451
96069019712,3733406253288079
28533378941,5209362542365166
10552095215,5487847883023367
10592579163,1384495093333260
48580784547,7593532926304520
41551792390,7621539212301385
42847037208,7562969646201439
83435587610,2298099040789908
37154155318,9881492197280717
48972490880,9286212161007919
11040995267,6301877694895735
96843216231,1302059060345623
91721569272,3737602392730500
37480377608,7151699256138873
47036594656,6699017499812695
36997715365,8981451629652532
64901875890,9198610618030285
17156808944,9158929858273549
85411478290,7237014091261067
31374548093,5283948394676310
95237472124,4090819922286948
93540237864,9694382910625078
91481540467,5429911710860049
90321504144,2371815908141629
61375759938,9407029237040800
61429192700,2059715614504038
26927228174,3528948088725500
95392103295,5540217355250212
17096653806,8881860556230240
83664432462,5856224416144657
21440137901,9160855307209462
35919691425,9193037661236195
27991125355,9000960690026615
96197051362,4266115352960749
47506763149,8093633796014367
64206410754,5426450865234783
75445632471,4036944880329601
77128365670,2677961132028321
15741105853,5303105300056513
47538254617,8233500725559103
56358407176,4431131671642997
74705805510,4392773038120956
58545170202,7027670635495720
37053578985,7530717777293257
63490679655,4437657865887717
57074002263,5160641011164869
46047925604,7528933002981198
35691158698,5974373023743033
76620528890,4190290309531891
32207337191,2573809967323240
11062565521,6340569388425477
12323353564,1023931741914590
23357598801,7291756699362758
13331340868,3856862897080245
86105964626,1149166677891936
92966604012,6370175880276762
18207737064,3687864815841891
32389200786,1135951937954862
50056282761,1389848245374031
96232325564,6753984353520104
77634946108,8126955592601774
60393924185,2248319332776056
94006908701,7892923302676425
19456715303,4654688319643367
73560369508,9410900451039921
48336637929,9963991852913900
42959930639,8066887196700919
51413806348,4841473577614940
99657955590,5522177077789102
50033430266,9082615409546108
26792468198,5296970714731434
35826832190,5746219400860121
94456573658,8486098858038038
33043042688,7636539028692918
27891749715,6288040394981517
77221866003,4314679849488102
93886531892,4724413510989734
65075051476,9600653440007491
22241886914,8429760200826079
41134178899,4180778181188587
74646432597,9365393929089327
30533757386,5786200920803991
13418128743,5603660242914785
75566106863,1707969981824555
67751574707,9520400376551122
42175212048,2257172115161507
94209046830,9223066383421541
56337327885,1557748098552443
21396118754,9866425906012029
19728977246,2050321218350402
60013596040,6677856297978824
77311008383,4010321731449858
34152431674,3559655432034836
44161628929,7585447483367560
63762228028,9078532686480872
47052476414,6865387084393680
63884045871,2102936290860687
57192965692,7702638412590881
37331331972,7630782168226927
15911020124,4921881945174624
16024857367,2459645307157385
20502826345,9540730598748043
53873815766,5190018289159413
50345523734,2065619032576884
30869744195,1601135125469201
39924992953,2603971691772867
67781171355,9974065949242305
26736373492,4058951383162509
17194211069,6661117557781408
99354434582,3921702600458146
27293078749,8855819175049625
26190389396,9262349616593225
32576917491,5519214107468806
10301821479,4018613391910794
96251309716,4472462342300500
58639993285,6172020962554849
63388474482,9857278249731471
61847418678,8580699794349457
44777660640,9379086813748735
11092320391,9176564240879198
71959511953,6207059319143913
69228714270,8814460329292155
75911764503,3392183556941205
57906930573,4124479522258434
14089807114,1473476484215677
18119689772,8484403903883056
32270340459,6668688792429995
95235773940,8064529363662653
77232979995,2376064076977465
83753081011,4059955104576113
43541556963,7157978966294967
18549264712,4802835956536104
66335650241,9942275727411814
75177616584,2615460722480416
63592950504,7965236755643371
87284662406,6998983330279347
62152501465,6188787558664868
34607252032,6199425074312805
67731801347,5090359426356773
50871860857,6325077762223968
44935753441,8476482647840664
61008273892,3344174165523136
84078573395,1350982223771552
70501165737,8920018706102440
18113589604,6502874490393960
23397069458,6088870560519519
38364201247,5054363645198942
86574644553,7544868051427588
66707311118,7685076654552865
48169695267,8000841305520689
84484428302,6388907374670314
92881763131,5584493527076730
89660488574,1351475563090233
90842508670,5112778309638669
34610891916,2247389976295391
88569009487,8109161475439550
48043625975,1283202309037727
29091353996,7227168873013920
35304735962,2321344347714244
12264501938,6686145526256368
50411416202,2175824141602334
27799519318,4829189554140970
82327789245,5771936497890773
67976755871,9352806674792620
57533906634,2765083089882250
97006387257,8386753827242929
47336714873,7382925916083517
60464502065,8687816083624594
90700234539,1263204444378863
72638270645,2461974942210055
67461375728,2200475406551750
91673007970,3378105590300382
82693387021,1265740680632372
12968028832,5777535328285630
23005994512,8888253452591506
38266439464,7050559393290630
44349946084,4445661582674774
46734209745,3124634166056487
42226687196,6924560525749882
56896745002,6698793653482159
74598246664,2730208744363192
33035661780,7322588074201163
15731392378,7452881673626983
10617277833,7610534340992931
68433039472,4753318951563783
71764870306,5660607666948086
66553257402,8340579358344147
70239273559,3604355648576677
72692434604,8893073934183865
40093279060,2674775388738903
11581238363,9157302685786881
62986318002,7242717675140198
96228443694,1764242093202890
12446146486,4131221421496761
93386717638,4616237041961112
75617503218,1728149970380803
99318435396,6123556521903553
88894461379,7056744300256233
44389223546,5071127210196980
47497623132,2089147429572720
70134419280,1152153952389758
51356917282,5945244858592726
68094238837,1422910797045245
15698582236,4350408946808906
48795001004,1322098310065237
96002834482,7271495215171963
14796928129,2843786943887922
25270637946,4561451402512580
96136065702,5619971002261735
46524056387,8765666325413619
33834709446,4961255826697340
89191898741,2290360225452454
32060504268,1015240163295853
52272381633,9849311776588197
83892731045,5708118261787590
13693406068,6643049878634993
83651773806,3849820505965797
72485537130,5532888775859887
56114580386,6616306200453153
99150515091,9513384385431625
35076264644,9853442040221048
96036860390,8412993163026404
24666765286,5885583892233045
44288844782,4161611618992591
76808675729,6618251712345659
25649757880,5514308039588732
67504985913,3857339359908646
33578516644,7155846387551405
46524258557,9451732749768130
26158988643,8985451457088622
52131612140,6521950062515361
41791394208,2071307331419947
26330799030,4887835753646418
98596664709,5191597680667030
43813070029,6744192638811655
46716136070,3202048564702797
38942526047,5049591346966385
22306965723,5814619945327274
26135299628,5832309404324449
19910716852,1551464460851618
53798134026,2153776526413900
10904706053,8463511388908943
55489981065,4053926548169065
48374460840,9290731747790748
88587063720,2965050015511611
19342605528,3828624087932368
46506151222,8912979295591318
12516388043,2674784478786968
29590856212,8130272904507704
64653506481,7858115464807588
17627281953,2465853270545627
27012179509,8961685474429702
14493062693,4041095835377854
74486303089,4488642428501139
42224023171,1045608162708837
61746408716,6742890211536574
60072273828,9435665191260582
76892081466,1373556690918428
67736484423,8185015977205914
41288791777,4396037759099596
70695950731,8635336018591858
58564402420,3680193296639562
95967061632,2595933914719043
38863868432,2054742718532599
28503246072,8214268580697291
44313751409,5210253969326828
50136960971,6641238426925981
30526700715,2582189429238107
31530932289,7946575311132067
82189881840,9938214884679533
30456730525,5815363783152072
15302213368,3084659720194517
31212358606,6924874226949542
69929181748,2093884079017952
67723729874,3727184552403283
11493429987,1643219936134626
60954093062,4603888613548975
78194254950,6821965775529537
59446072255,6388958832860996
73832213452,5788603267231776
51410331821,7858748171445505
84959888912,9834963651793071
34251577438,8477546210440255
59797003864,3795138669899153
19173724947,3109194964093003
41864298624,7743110477371980
23013791741,2159447759660164
53360345940,6021838509263138
57808108161,6982466951980483
51679992270,5103720668764602
94208065773,7959216202449272
89694310391,3740843425602495
52435569214,7703754502699985
65418114865,5123075054911579
56250718850,1872662145217805
65342512081,1370410598937558
62375006713,4482006252093404
52783442152,6497339591239892
71917086420,3497153881938199
56992553977,3934969786043747
10395270799,3937474541143085
32750584101,7841201926402199
94311099547,6861663926819998
49400886355,4459249415778705
23480118932,1561043914353048
21259348380,7361582297784092
42654845975,7525714380920450
15638864959,6773173909036755
63916190297,5996776489628485
96056832404,1626494783558914
20291819174,2302411770236501
26365751520,9115602067765626
55529796750,2084239349023194
49974795988,6513398978292030
72087582013,5665472504045079
93783970037,9816121329833696
43995173689,6087740404611748
56547300792,5149128422564557
18779110222,9972276679412945
19280480449,2145402376493328
95996248787,5554140451225534
68633369982,4317437949094199
82579007951,1231935307833641
22596149740,5269323726330576
19413412469,2230696991021551
64135974000,3727766739832264
68958120095,3573229861838792
47424357463,9663611493057434
87485149510,7233203565859077
20829128865,2086955351610040
89060012553,9946640253749478
15667485145,9537714746465470
10220087778,6927263621918930
47594725786,5706135321305463
32006403944,8875198973148595
22516561979,7457990764554100
90397888388,2528972549080251
67055651062,3777741955892805
51497946935,1404760194760674
76639574817,2513213724741233
31398994424,4332380690319596
67764251607,9811391698246421
11885759588,3265784773607923
19944042366,1761924995890729
50896340582,2143766791461698
44806333833,7074117433676491
55475531208,6562162583604589
26229475111,6129175299618917
11380128642,6546938288619307
13207197132,1573421312517377
94894093856,5825634024639259
55821664954,4422965250166723
47299697638,8842180908789873
31012079560,8261538107348332
78684237570,6664314166860028
78938989109,5003129002303555
69332488480,8643355279817160
53784160451,4023262311499945
30798001293,9572528104149786
47289892775,1376884451423599
44275324991,2339617570784765
89997887166,2770599049132872
33513427714,9154054914796685
22470412138,5053668870516783
78851565570,4115925607714137
51841755484,4113110578854063
10881536379,5991597213898354
94618182772,9239610390772082
79497656226,9839333548101042
10046816410,9115405213527610
24453953359,1212433360900048
73595571114,4695383342834732
60428053187,4054918365154973
43736459433,9410045579642000
67921110606,2945883784005662
78776131272,3128104309803306
26455376781,8106312021019646
66238668700,8681890419057283
48718483777,5605002572052801
86736362915,4605983439480042
28002787504,7630938245438678
41763390976,3967760273814647
66826327002,9019033540669140
44313890379,8365254462641520
58254891141,3123488172440669
86941458123,4711054594210757
47672237794,8970090836326149
96188646338,1424280947161432
18346433158,4543992285097207
80868124379,9196117545231705
98193758935,7193026755995455
55803840219,3325255892593086
13798032004,6369979966782345
28904775728,9228633880858346
20389659780,7293035002467465
92021243144,5055907474972321
55676860689,8606352285889394
32180402492,4361294656475522
54868548655,4417786274311786
37195297984,1315064105584310
21683152715,1367338858755939
29155086961,4256963977617569
51074294644,6816907535789387
81177560101,3264375979289073
95871364107,5183349787192110
51199499290,3654565842110647
53741244210,5582839333537009
46614680124,9972435758009144
67802238174,4459101769755024
91822051533,5494169708033516
46368618940,8196642193711043
42621174197,9515901980394992
67588249334,4656446284843496
24259288289,3463090319018759
73242572508,3441738892466177
56476505015,1406424255065775
49178945739,9650004692922904
44313238065,7395158185225048
99870078912,1767190190808105
14383708219,5931253576972930
49937227057,1897897247297410
82513751256,6042649141197986
48241014090,4435862845106056
31569846938,8705515341858115
44655926380,8961063913227045
90641844305,9341912494697927
84333753467,9247334854440284
94668225388,4581813488825453
35777723854,3376674949926360
30836280103,6030685323765519
72414480621,8838906364794999
76918347723,5399234747074758
59298292063,8263591509082506
91089588564,9561019567591578
73126827737,6879718175897509
64682932541,3703165278605845
90689055880,7502821557439081
62884958234,1223017387325790
50099476117,3667913348642589
73650792466,2285884585631892
16471109362,2753075310361351
15931103229,8453600717430471
14902062501,4081340884378083
62385273090,5488700097010648
58332093895,9788139492819571
61491055638,6271580350383187
94722696965,3768903363936703
60078636802,9610852696970420
33720413555,3292197951333035
95094191834,1512221913733958
99591674813,2212323447974274
19830648151,6562022294746405
14851477749,5072668362919857
57474543655,6863498590701450
93073015442,6622010554719311
63623481452,1527723271903303
45914613674,3982601920123932
81866265222,2725402080143755
18604587616,5116696112612448
28064604234,5666589262553819
90610948986,2151310493093097
70430587664,7932560224869308
42680384523,7549560739468590
19987661166,9229467033585470
39165450250,3395338869770896
82781430065,1736044119825101
11283645065,7143785935791361
96053152942,7650758838973574
21882885607,6645794595152917
16486855072,2852344721616558
78172207268,1315735068450035
67928813657,6790500550179234
74813031171,2972499626167088
38525222767,2652168559168324
11759935028,4339429847072192
83907544543,6355256319524541
45733249908,7937790607661775
17994640079,7120031817132238
30897325504,6578010663687038
62601921931,3159723231876472
63641313586,3948214960798206
34199252476,7707493393154687
63949818392,2915175069409912
37543534408,5451710389762402
63155212280,2959264977530869
81534338911,8855728972780862
92916039241,6902138159007500
24006300821,5984568384266178
32777688668,7617544456390261
25845673607,9345945318089635
63594382819,5383329647046543
17659871175,9067351573719802
86424290969,5132464956571248
65085460336,1770634660445879
92898311872,1433779197657868
89562466783,3837961411655403
21169819598,4216792392650174
53561208599,3558899939598697
48983789836,8478100992298935
15258108709,4036891197325366
37679528508,8901138076008000
70788993913,2478529615647256
75781212328,7950182610337916
62616009677,5502929771076194
78396695774,6468134275742928
30229319046,5487537973877516
79372820460,1340888353378629
18793772482,7340553992256643
31735770975,3732304946486774
26520763358,1286489772405205
28636000867,4799983906998881
74807886606,1963840991540857
52295088496,5122323006383739
53872120957,5320012234032616
80514799717,3607621372170985
45584293235,2943377664964788
81257283366,9137114378050467
32886285532,9659725786392911
50422540912,6778309242156371
70975199442,5080444632373620
11899328804,1247490201804846
94581513218,4095982706036811
99106373837,8894393963754091
83088613602,6079506742866987
67464685832,6302447362623934
66274054069,6723666482375996
45511548037,2042787218214684
94623205115,1433812019402988
55905721513,3424208803311465
42942102143,5542163306557856
94597864288,8845483337225854
77583934074,7051256480179709
76045504847,9441338365685485
80429133168,7252393474143829
54332632045,1200964894071191
66168203602,9878487470891463
70553414365,2132106450164803
33801905976,3620154683903234
35152035775,2415411248630133
20881192167,5355543354676180
87891389967,2520223605626772
82410438611,8440859904683706
70162968982,1030684374993395
77759398138,5748999583869578
88137677389,6702819672226771
67059936347,6582408740717130
78133540280,7595287790406335
62685814417,6153174845551588
87017605713,2727210180917245
94906947585,1812806583599399
65225618126,6283944292596054
17687210598,4672125286189518
45324946882,4163737205543769
50161670894,8200546184141902
93318463063,6709574113748447
74219898229,7218042951406980
96620230986,8586835633588786
95363351490,5464006215800025
75394100433,2762235000504944
22984119816,3691344507496269
54031410409,6628493053138632
94829425293,8027040798131676
18463685724,5735660274470215
91831815918,2442667069860989
33051766073,8283947426733450
69252568599,7387077072863890
38414048150,4696346184532583
47288521212,3464746251398869
75006333104,3347422340258844
57035524003,3048176900236052
16010423881,2882471286600046
39317394770,3694694609402106
13610303087,4964918155023868
63060595491,1810334127715672
52258349393,1190613796829781
56240658762,2343362738654613
20475040897,4222974757437901
63377316899,7622642453688118
65446423830,4954911625635231
64238635301,4546531871491167
66703880486,8531862091503451
87943936284,2271957641127862
21655026298,6165144819925757
68854983622,1462421414105616
85376035823,8725481676132403
41252156945,9171452273024550
74127894168,6505148674811264
59577886553,7755973879399466
60493494636,5900380631306612
83022659361,6094707964502304
61756903593,6631220128762399
14963694774,2614815779338154
49725651831,9969251253155951
30282597588,1782849867259364
66734505752,4724928283970074
85327260925,8116489283565291
48442914662,7084731033647802
59709722860,4783848427569314
11328562702,1634637692006817
52756133298,1165822254190898
76132561930,1812804438747861
52503523602,2413333933069308
61882965897,2687560914688585
27809980161,5785313302519231
69673573221,1765039080145668
29862259260,5350070822351784
89975829220,8799581618206983
51586155954,3182679619828715
75582461087,8346030117082855
65797997378,4764764429633858
54349737721,1116355802054647
90374587143,3469064667660729
20831571031,9672221295016291
94693898607,3867731008733260
76408689062,1671232966965498
52544257987,8150704605972958
43505475992,1960577686553933
65357917216,1395013507443633
58029901610,2886806109762936
55273793823,7797569379679295
69800026803,2816036897505784
64105611395,6224737878623288
64046850042,6815532565426097
74600449310,2078631503008503
20621145532,6807280208355105
26722062657,3081167793700278
93571384626,1382130200707066
78476637600,2650491054569114
11632532163,6968938800704412
75876055725,5906941546993368
81386018282,8093915713107243
71992677656,5687952772710663
29585967354,9671695312054907
67976871670,7853712179538171
88877409756,8406161629521203
42359904746,6668305903679982
67297603775,8977292094385686
28550298392,6404963136878585
19542481350,8258623015373504
63842426738,2663324649769794
29216506627,7860607284842929
24097337404,5660151262227399
38287777861,3978935237079695
77115492672,1584602128015546
90777924064,2518104184946659
85329347257,4992900321413791
97204415476,6146040128839583
58975465244,8960758979989997
42415137552,1718657333759591
32294658686,3388495685744245
94392771434,6123351158760837
42047600115,3001380705972755
