accountid,balanse,currency,userid
32881592280,530526.18,3,1189250014
20143122729,858130.67,1,7961989210
96532162533,813399.57,1,4198204365
60895527413,967327.90,3,4113384614
91438479528,288233.55,1,5096143121
48527346954,782792.66,4,1583732091
69903382032,448923.92,3,4176755161
33978520873,334812.79,3,5956522384
26667791299,295651.79,4,8806764762
95141230231,263276.57,4,7233409757
75621202679,714908.11,3,8961066257
74658140094,31620.0,4,2966357832
82115229370,130117.99,3,9954550355
81525992743,273101.91,4,3039488024
55569108132,707066.93,3,7386284539
60453222427,950747.9,1,8214410107
47060354287,517175.39,3,9223940184
91231994723,605453.14,4,3086293038
89429679237,100622.82,3,8700139567
83169475861,52845.60,2,1614132051
31563879389,331190.63,3,9536473344
51998165689,483172.97,1,7450256329
65211440961,329881.91,2,8559540473
11946895461,855889.89,1,5825546477
67310509374,407978.23,3,3545405794
67707946074,464628.90,1,7754916046
19273053313,168151.59,1,1682368945
18233509503,302320.39,3,4330968300
22854064476,629874.78,3,5956522384
60803135168,248421.27,3,3125380672
65986944724,648949.90,4,7867486726
64524665640,75110.1,3,3823056986
65271278310,24754.70,2,4601427587
88360269916,735793.8,2,1482320061
18571740712,88032.48,3,7822279055
37988639909,936277.26,1,6349017539
42741291883,376136.34,3,1171473896
41398852972,863136.64,1,7990120128
52617624445,149044.31,2,7367229686
10818324551,679593.42,3,5241150515
41622453461,567847.28,1,6586989643
33079715050,555505.31,4,2618475195
98282222267,449039.30,2,2773704991
95447775479,612441.41,3,6464548528
37362041922,606534.14,2,9086664061
44417397511,764441.61,4,6933408856
60221251807,735652.73,2,1132936372
14873586666,122368.79,1,8673965404
39527523228,845232.34,4,4178817319
21533442295,190989.75,4,3061957397
10739723723,317455.41,1,4191868809
45762219053,14125.59,1,9842581591
91923925962,692309.83,3,1989503830
55055395751,382038.1,3,7435169118
43473040627,256624.38,3,3939666075
65952273503,765524.23,1,7628916990
86195971449,222531.47,4,9408640523
32194426898,643666.67,4,7781962195
29593216070,301200.27,3,3020968505
15318129945,841978.31,2,2384396996
63930983423,431863.44,2,2414694137
61742122678,581365.62,2,1573302262
21907023441,760577.18,1,2001601678
33245805080,354657.54,2,7366793311
89004395587,938405.87,3,8920667905
75993640431,383948.69,3,9012083391
98194602901,327054.47,3,8796044147
90963287488,624800.35,4,5667130670
84421082850,666917.43,1,7706498254
62232985126,587442.40,4,7070099388
21138785894,556307.25,2,7074123393
98881595969,370264.86,2,2457574110
71342505343,257603.35,2,1446574279
36480805859,904955.77,1,5402947437
56952434143,652999.68,3,5449786521
98780391806,42521.6,2,4141581937
69540160321,476475.85,1,5487853329
32884107152,761707.62,1,7323092877
25483506596,4959.93,1,6759785400
24961572322,196884.95,1,3502804606
74933241702,965376.28,2,4083280229
48009858943,192191.78,3,3565375956
36423424675,227410.11,2,3735256345
26894262279,75963.92,3,5074418789
15704408603,143780.2,1,8061947583
12858617833,750336.48,3,1577387564
28596128669,75259.39,4,4020004215
88196270790,175978.2,2,9066114842
92409843942,151859.29,3,1917123832
37390383876,463207.41,2,2799471614
73257223326,932474.98,4,9019132395
56175006756,422655.86,1,3111547272
25341747323,276888.0,3,4321324839
70552830411,729956.7,2,9708274631
44404384294,995726.71,2,1083564180
45119395437,664500.3,2,7488353304
95446280211,335968.19,3,1203245122
28430095007,66828.57,3,5234434054
59368834159,370658.73,1,6750253010
68571307237,6830.95,1,3023617799
65288316540,398362.7,2,3683014104
27765691863,503193.47,3,4688424132
63906528272,256243.86,1,8746568034
36243866986,740865.34,4,1122220123
62363018981,452362.19,1,4683588013
54136405765,4792.22,1,8846086742
95905221493,344909.85,1,6862818478
19674013105,485874.56,1,6774884852
19615189212,55072.12,3,2158822906
93983957232,37587.9,2,4401727336
11513725893,651905.0,1,8125101428
78016879584,404858.44,1,2554072944
80767114944,507038.56,1,6600923736
48639460481,730140.17,2,2964330224
19063290630,829696.83,2,8778461176
51728674394,794025.13,4,9501708032
87981912440,431407.97,2,2074946113
80820267473,912514.63,2,6295365908
69705987084,644570.73,4,7754645630
71001539655,518284.71,1,3738148180
45475962997,771311.43,4,5822116571
92511119026,338343.55,3,1151878909
19543819215,711252.79,3,8708138150
23368721110,622370.31,3,8546252199
16164422687,470016.48,2,3031717951
20179115797,688636.84,3,7927752212
74807540051,723945.71,1,9493858307
12488767087,916342.0,3,8342735144
87897227142,717448.28,2,3723603281
72439332218,87086.57,4,5970424237
32571442382,184461.76,2,1449209714
87286881864,517477.80,1,1656516733
56265601006,795955.46,1,1658600961
30087344269,348425.16,4,8542818121
19260817286,623358.48,3,6808064951
59184019347,267679.57,3,2134284521
27690017975,975712.43,4,2276254249
11022996281,936322.4,1,5052044021
15425808382,207689.50,3,9166144290
92318485620,9609.88,1,7814374921
49192620700,739827.94,2,5451268722
85035639489,285715.17,1,6851179002
28626944187,410503.74,1,2855321624
92318275436,342310.95,2,3257300081
48050213919,734230.2,1,5171042453
62624542680,590234.8,1,8729898650
14024183045,36564.40,4,9073743536
64998706793,567457.45,3,2192199405
39521474640,376063.49,3,6192410543
73526801335,306772.30,3,7271733803
20428626008,353188.77,2,6367806581
56940305367,210290.68,4,6641606839
46799464874,774570.49,4,6288404883
75144695041,318179.30,2,7602878453
95215249111,553475.88,2,5755877688
39980827925,198313.43,2,4880895114
32152506539,15148.60,3,1037606341
19765185052,660628.97,3,1021328501
52833844692,560067.68,3,7503678707
67904891968,790823.41,2,7225445602
71889275461,624139.56,1,6678457140
70118437024,43632.58,1,8919230687
31204513396,225977.99,1,9969367505
84020617615,452864.16,3,9633064700
76852153830,822662.92,4,1006484801
41402173169,259002.4,1,7692018515
10711813463,150196.41,4,6201863654
41303734925,791932.29,3,3819541469
41672372058,443954.64,1,4409964897
90749137114,582082.55,2,7137590091
79583674631,504744.80,1,5536843109
93743184843,398079.82,3,9320075083
71437734791,917225.16,3,6452594184
68154199836,383987.22,3,4927040053
31067705052,148069.47,1,1252313498
70149065996,110800.88,3,6623213338
72614338394,7397.78,2,5899850577
99723956062,677226.54,1,1385545679
28310278076,910539.58,2,3936055793
42868349515,949475.86,3,2254264691
49067906775,299076.24,3,6609829272
29407592896,903764.6,2,4939689934
60168427274,578783.35,1,8268900507
70822050563,917970.45,3,6178647952
54731138049,89683.40,4,6494955353
84154661018,930937.95,1,9136254245
36839650661,723762.62,3,9039023877
57030273750,206112.99,2,9996449867
92662229205,589349.40,2,4862946979
72841111961,791362.85,4,4800663204
61338637713,719449.53,3,3490707625
89423548287,188590.21,2,4175259367
99477542204,95607.84,1,9293343172
17412424896,873496.67,3,1003339091
67189305500,885633.75,3,9244711352
32943019186,547091.35,2,2618475195
23399008826,796110.80,3,9468140162
84351910752,903978.87,3,4645886934
32975086419,581766.27,3,5025020707
86313319545,764331.14,3,5141154086
64839592390,729168.0,4,4394312872
69146595458,746383.56,2,8207911188
93237267124,73541.54,4,2044931000
99316029828,724924.38,3,3649150210
97563164050,231404.93,1,7322956390
60680351252,491458.13,3,3087820830
97834322658,425321.25,3,8543695306
88743534628,967527.64,2,4083280229
53365803147,407102.34,4,9786147618
15800437432,340505.14,4,9141210472
56899447427,420570.23,4,7986831157
87894435083,317737.30,4,5723264743
64988829950,642065.52,2,5411164693
57053842978,622010.49,4,3146890373
41525287811,292468.95,1,4487704983
56764518989,473209.46,3,1174047978
40658250959,976016.38,2,8669342056
85580049809,745396.29,3,6055489141
95728154327,728879.0,4,5717711425
11278998925,198959.81,3,8660039967
94325299757,24761.41,2,1428192793
17046824376,389350.40,2,6212199238
82168472309,114870.33,2,9141943100
89365296423,612897.64,3,9186845348
76977885078,472343.55,1,4210927130
41112375032,776729.33,4,5736088386
16999175178,332177.28,3,7107761660
30008332460,507737.2,3,6504220279
67274326575,952255.59,4,1953005426
50435450156,631470.14,3,2610903444
96018867316,52303.81,1,6682605417
15700119789,137430.51,1,4044334409
37753709284,900321.71,2,8841977637
67547805539,178870.88,4,8081719227
91644939741,726737.74,3,9491579099
11947900047,539855.29,2,1912107156
74789753528,983513.61,2,9257986298
76407487435,265805.88,4,3957501607
79610854274,182025.14,4,3341478168
15076337404,845748.35,1,4305421816
19416374856,330542.35,3,2011038325
12006953952,304072.62,2,1535149787
97527839782,992776.6,3,7691323551
68692225562,138928.76,1,7768427000
86353655797,870369.50,1,1633591767
52349668597,760886.44,2,6610206910
85937445824,612863.75,4,8546866819
83901252324,218880.51,3,2225092867
65839095166,633626.1,2,8617941750
99303798829,670296.53,4,9818102261
10813558666,119566.47,1,3362540698
44355079747,127276.97,3,8200454943
57548464663,767358.91,4,9811231684
16756753711,537354.85,1,1494521150
70004415903,42849.70,4,9229410980
20055379427,739440.41,3,2369002373
79579578117,901483.93,1,1620104155
82475709159,585386.29,3,7045965180
39031940240,869104.0,2,6389362030
94335151458,927267.50,4,1933195148
13431662320,407395.64,4,7357405090
68682336883,31204.74,1,2338945377
21580017194,473363.69,3,7364911497
20392577790,370005.29,1,3442493704
11780529751,98789.39,4,3689089855
39282979094,353824.43,2,9060110994
79347795082,60884.12,1,5515532692
88558789196,931673.2,3,7254082542
41952471013,401775.7,3,9359974117
95163389643,564555.38,4,3035760343
19972178339,367125.72,1,6176572586
41048867540,845099.75,4,4926521827
17377109420,30710.77,2,4733296969
96789353365,15387.99,3,8640601174
16845093856,601553.19,3,6799436679
27242294825,879852.21,1,3626933408
34395093129,386950.68,3,5926974705
35798396134,687218.70,3,4485612546
22217676424,593091.34,3,2967962154
61224039744,891221.22,1,1252868745
13965714177,128057.28,1,9678427195
21057926656,359668.37,2,1963398699
30061981010,953450.33,3,8349511819
93804876666,919641.47,1,6221156334
80473987790,684315.5,4,6760881483
56006135406,9265.93,3,4825398583
10053313940,415268.22,2,2996252732
49503986153,100326.58,4,5972599145
81199905468,193403.69,1,8789485227
62068431696,780338.6,1,8084378654
92729392232,493430.74,4,2641106281
94904229575,661189.58,4,3213566276
42090960742,617426.15,4,8423272063
76579078018,411655.89,3,7230938925
65130496200,533683.44,3,6800891437
26724536717,450358.18,3,3129606921
25788134887,528863.67,2,1259633596
81045749920,232242.22,1,8543695306
66781056225,441396.82,4,2316967239
94250881192,161351.41,4,9394575218
39126803633,69216.3,3,2808695716
34678117188,648007.69,2,4128340878
35379478371,240944.7,4,1959252909
36311386507,192350.17,2,2662628890
82961608250,160882.28,2,6675001390
60262268057,962389.23,2,2623372220
29059515508,626626.47,3,7385589228
50044992984,795117.16,1,2400144800
21518043240,277996.64,3,7494675648
60226435651,697080.40,1,7690876328
54737158551,954137.87,2,2644887788
15274576427,103902.19,1,4130328720
51772247536,197421.47,2,1802710517
15930393510,888059.59,4,1749903669
64532491637,792286.55,3,4601427587
11567460600,303252.83,4,6815626706
77532878616,871232.34,2,2979912972
35350508726,341016.41,2,5431466487
64972419234,708691.73,3,2493992277
59648923907,297147.24,2,2812299466
10140812200,371232.76,4,4977743602
72748378962,824207.1,3,8184977598
81507030396,149422.10,1,4023246017
90259740652,366792.40,4,1870211891
25551375678,462325.10,1,1235530348
69183235563,165354.33,1,7706498254
32585047400,706405.1,4,1603868553
73029416413,841579.47,3,8902755732
64455361010,698817.48,3,9229410980
78834342980,103341.84,4,2674884653
80640611542,993739.60,4,3418136915
39234308708,434587.38,3,8828428556
47573191298,135415.32,4,3795569256
23423163890,977789.69,1,9286031496
10745660197,912663.8,4,9046311380
17668075010,224883.9,1,9662076345
40705134706,517210.97,1,6454421436
82141331874,951537.49,1,7096305136
73369594800,205295.47,3,7965864273
66537207439,173431.39,2,4037569538
76256222069,358137.10,3,9674326708
12637243538,994227.10,4,7306286717
19344040554,800363.20,3,7505997276
42108252053,860176.93,2,7847549424
96295851543,554385.90,2,6135321543
47509325931,345456.75,4,6302239444
82566922644,353129.48,1,1037606341
88357382050,787172.26,4,7031407433
53708520704,25075.27,3,8053392095
91942575356,159310.40,3,2263961391
48625720745,845067.76,3,8179605136
49167337366,900545.50,4,5854150540
64850765963,823912.55,1,1727731765
35372324497,331955.8,4,2264206356
72140214756,378007.14,2,4108848746
63176663815,207665.32,4,9610625060
40086771913,64934.77,4,6759358773
31916797299,654099.29,4,6194375801
56076366744,281679.31,1,5779893160
88867555967,418502.99,2,1995773640
38929293825,890530.30,4,5754179256
23943228775,635202.39,2,2784853558
66657240454,886941.87,4,2224133851
10771193093,906609.30,2,9380790054
27233985403,199914.95,3,9652426434
15434950238,336736.57,4,8417653536
86690712304,326639.78,2,7599582120
89038258730,157728.76,3,8417653536
83986374802,229809.93,2,8679423578
64947576542,265565.6,3,4443574080
96222060559,981645.1,3,7467892430
79234987366,537469.84,3,6798659627
74640926559,797799.76,3,8805249762
20969254167,780591.70,1,8750341629
10719036920,912408.8,3,6792269155
92776814436,759220.56,1,6764712877
57803733739,501841.84,4,4996018175
14764280453,74801.3,1,6471946086
10738088869,261542.70,3,6832902958
66987383827,932423.0,1,1161343109
14092504392,222367.67,3,4205131306
79863974748,935472.50,3,2383359903
41879035376,751789.9,1,4287054413
63022658290,274954.4,2,7529275130
76745363203,93404.17,1,9104399568
22545381165,784059.90,1,6371531730
81628832432,181041.21,3,5465390984
80892633170,29884.60,4,8631326642
97442363026,365581.81,1,3994335575
82681171827,531363.36,2,1709290361
67887777173,621743.44,2,7964077687
91305856734,203165.12,2,3337086949
40732465535,76801.7,3,2208215997
73243276396,903343.19,1,9681758998
24416324653,121609.70,4,6897531265
94438226137,750404.60,2,7498360694
77411385737,28537.87,4,4703494645
35471685234,565374.67,2,2400244367
39999916664,952317.83,1,7876856489
28499052845,470921.4,2,1304888328
86524914815,209109.21,1,7605132437
70550239993,205495.93,3,5856940234
51028777174,627387.66,2,5900966038
81273793349,217611.60,4,2030431359
19169721747,547924.89,2,7364468138
78891537036,282451.51,3,9442832217
24073473297,341886.64,4,8055930422
49434204712,77017.94,3,4712753137
91312295418,968040.94,1,9766786491
31967565764,679273.26,1,6446495861
36554486829,977074.7,2,3958706853
82730505951,705432.83,2,4763846317
76800722619,62342.8,3,1208950957
10071592195,28226.82,4,9059073922
74870219728,983619.99,2,7984270869
26888242771,425095.99,3,7383079315
12252887373,758794.2,4,3363736496
85741038370,13821.62,3,2733828255
48983529471,379057.46,3,5987514556
27788854092,219960.90,4,9152190893
31830596305,533276.20,2,2162267194
64788031451,427153.76,3,8907057068
35297573384,797151.97,4,8061947583
65898072098,336597.27,3,5977978960
58513450319,663028.86,4,5167896187
48361882494,479454.34,2,3978020364
10466448354,348762.6,4,9800637608
46685724470,803195.52,1,7810105968
39883520708,172422.82,3,3545405794
40905926479,198456.84,1,7260038483
50297363662,392841.14,1,9812164235
47608660913,921995.76,3,8441175975
93456625764,120545.73,2,3687755737
21224666039,844748.29,1,2534409060
11595974270,947430.62,3,3904608201
90504594812,944037.99,1,4527971942
19720645798,445253.15,1,6279662027
40717634319,734846.6,4,8843866519
39008632562,403776.9,1,6725263652
28403563603,5184.6,3,9168156120
11919190740,133859.52,3,7511754947
65065263327,852602.47,4,7328814448
61727966888,926540.14,2,7677093481
48477086911,36294.90,1,3594397358
85068695244,136976.36,4,3637608259
56506972677,800089.77,2,1853533636
32228402191,149007.13,4,9155744233
80347781476,748267.90,2,4037569538
16465099336,940450.69,1,4403414470
52428345920,547905.51,4,2250687925
75730242072,410209.10,3,9019319962
98033797617,242133.60,1,8923072956
59281642911,32308.29,1,1167098128
87386435472,82922.82,1,2687548521
43815503630,573271.97,3,8970417489
66492298743,307694.92,1,1770283741
37069594149,591109.13,1,6427672604
85676286562,741070.5,1,9314834177
76553425952,940813.59,1,9548124227
81368380450,233073.17,2,8366823124
22220643227,248359.11,4,3022083359
75386139407,867060.3,1,8157671301
67354075897,563014.39,4,5338685254
60289823029,542090.25,1,7269587033
90034562398,979858.19,1,2812299466
20706543114,371988.17,3,9998407438
46827215206,316651.40,2,7200706725
50080787896,432733.43,4,4527756090
15712094369,218755.39,3,5688047602
97870969626,385884.32,1,3748387407
17320679462,393866.64,2,6471888872
88027361480,19713.6,1,5025020707
13510224961,434058.3,1,9086664061
30528720067,830122.99,2,3258646334
52252260090,151766.20,4,5852448800
75595690244,833119.28,3,1457004892
96673501303,931548.13,2,7068843116
86488707899,280778.56,2,7539676703
32217629978,845756.9,3,8398969669
58589498628,521441.91,2,4640135799
52432294090,395642.83,1,8689679453
11849286058,364068.23,2,9871485441
23923514868,447206.62,2,3298859165
80365276723,267953.65,1,1649704807
18137786823,677311.73,3,1633590368
74336120618,182723.87,3,5947149502
45379732921,753194.74,4,6104645433
71356062357,966450.96,2,2680493924
73346216738,199489.37,2,2256699487
68791168667,859677.17,1,1439777956
51696493840,22117.50,4,8941952659
41718147676,364593.40,2,3325872753
49558047309,567613.48,3,2738737014
63864067639,900853.51,2,7539676703
39464794285,703653.75,3,4706406089
81746555409,736270.57,1,5214909384
41291533271,746848.23,3,5446261494
89535919438,343690.49,2,4111292170
58874359268,853460.35,1,5141154086
93457576238,906592.44,2,1006484801
99756540404,294390.78,4,5747646304
27354234892,654096.81,4,9429708091
77556331212,767811.12,2,3317760863
92520183722,330901.68,4,2641106281
45592694543,249030.17,2,2794568265
46160055853,617926.90,4,1803260667
16451077067,281657.52,1,5717711425
60130494888,475663.36,2,5800138629
14707040970,966676.60,4,6586511777
79891838114,53789.48,1,7964002168
15773181852,935347.8,1,2688412485
46225112765,5107.78,1,2429362189
41758392003,622326.21,1,3654019509
18731374884,364490.0,3,3671806486
72537462972,184575.86,3,9339066782
26042113233,20012.69,2,8082631639
32547992787,963278.39,4,1864244590
92551458990,416300.50,2,2896051721
49282853896,140853.25,1,5312794279
18391228302,379644.44,3,5854150540
88197270670,498947.70,4,5594151212
17338079221,119803.81,4,7864058079
20645270023,759663.84,2,2465819777
41320574562,886694.56,2,7228119285
44809606335,707884.65,3,9365897097
29388260270,844256.9,4,8921633968
11281848627,242508.47,4,7690876328
71180587154,773906.55,3,6714687733
14135687053,186364.22,3,8291567931
17702772525,134992.22,2,9424394972
26868014328,235517.50,3,7732242617
62889926415,631764.17,1,9627244684
76016181308,774546.10,4,1676155852
25034740597,566415.79,2,6538287293
45322824282,863904.46,1,3504743935
45686223728,588447.40,3,9725195485
86497691502,169.59,2,2451524902
23961382079,690759.52,2,9567615973
57627362954,613408.26,3,7013540311
10890848494,597443.57,1,4921750778
67228244626,550977.52,1,6033943434
92294834990,394071.84,4,8974235997
41058057802,718228.67,3,4794334932
74961483890,812385.90,2,4813703753
47935045557,356808.27,1,3689725213
22900976783,510531.90,3,7556610825
84083605297,19931.63,3,1050023628
57072819492,438907.71,4,7397805096
15535368428,559082.11,1,7234333180
80573981235,833184.58,3,5709458818
92285610311,587361.80,4,8540874766
70905549527,738602.42,2,4131656775
41761183709,552789.51,4,4749072617
69790651156,921924.12,2,5484561656
24323798429,403493.46,3,6600678162
33674132318,726273.69,4,1218857687
69889618499,812629.73,1,2987842806
63723224820,932995.6,2,8540874766
75156581326,194251.94,2,5092527387
43951351356,572559.44,2,5879929859
66761433744,414529.80,4,9046888718
83807199426,436210.91,2,3594004002
62756522963,492956.71,1,8021109035
81209885488,667653.86,3,2773256045
90151467368,76381.38,1,5694941964
90761292027,631092.64,4,5063190953
37260934138,108259.60,2,7972763063
64456830931,642264.15,1,1532602299
72496524339,657862.76,1,3109707517
36774012168,717310.74,3,1658600961
63148177956,298880.69,2,8535524004
33580889423,573032.29,3,4284826834
44063438835,395063.29,1,4622845479
28431386158,39698.94,1,7323581855
35801089248,856800.42,1,7367229686
54012409828,199939.49,2,7503558243
83479450382,172090.89,4,2752315807
50842393286,390155.16,2,1084918792
82382960367,320808.61,4,6614894879
37488748692,599736.49,4,8668414129
74576441405,126566.46,4,2073959366
67043264593,161692.71,4,3603429469
98199803629,472670.35,1,4799245875
53029798117,702946.70,4,8536891875
24010976945,722109.52,4,3760527255
17780682144,63568.90,3,1959849992
54895290947,477755.68,2,4614328170
20932565168,175337.60,3,8587200854
57196281626,101441.29,2,4184273795
91810804286,507233.75,3,7626098848
22205293291,391340.84,4,4396531815
13197534139,915405.7,3,3545405794
80821780279,259688.51,4,5372134115
39531934669,473873.43,4,9826005231
90783689054,699227.87,2,8759032023
82487658088,80011.19,3,9508218345
28259011278,5960.67,1,3509968410
89600838759,250995.31,1,8603183080
67430853287,648571.36,4,6932316229
35976776065,20440.33,4,7721008302
37219328438,637026.6,3,2833285330
16120867242,247732.37,3,6721767530
70552280475,291429.6,3,5092320797
18793825107,639718.6,2,1461135441
39888007693,38679.46,3,1041519664
31435646337,413539.38,3,3894507163
19534268292,31989.94,2,1444993619
36500453651,181994.97,1,4526758800
11117702656,369277.33,3,1306150380
16105690800,369119.87,4,9413914553
66962740286,543166.11,2,1159754028
77241262374,180653.38,3,4460182265
57053858191,294870.48,1,7956596194
94640970216,811192.29,1,2308118308
52342851696,59810.99,3,8676040814
87973005335,506597.51,3,9439288571
52570188660,345479.41,3,3821580945
58987525021,571054.80,1,9511597946
97330610925,600931.35,3,2786388546
96434710617,198544.93,4,3722658731
49299564292,201202.16,2,3502804606
20324121986,546586.45,2,7707465070
66269320722,95850.67,1,2382523896
77435614602,740476.31,3,4231323682
14596171499,422526.93,2,3173483071
60196388221,503491.96,4,8694877713
48303166220,348137.37,1,7598178354
10549468147,793618.79,4,1037606341
60484511021,450497.28,1,6447811017
13476109758,593025.94,3,5119251896
56171389534,170096.86,4,2014119958
93947296921,653063.70,4,2538939711
76620966060,309449.28,3,9990006879
41622479762,387230.38,1,6641864113
78839386056,974001.37,1,6455040954
75846734117,699228.98,3,9263613003
12325030702,699851.73,3,3340482342
83280841740,217311.65,4,1678924098
21613425127,467569.12,4,5358669113
13757719698,852575.44,4,6373533281
41393928446,798958.90,4,8409617228
24755098813,104854.84,4,1259633596
64446875111,443748.24,4,2387328957
53187439840,948261.29,1,5066167217
99137502311,980396.93,1,8770170583
84108612541,390826.71,4,3257300081
18075472283,290575.11,1,5324781659
74619681406,362417.92,3,6839564826
29457637506,393022.64,1,6943509562
15660025137,206563.26,2,8915694047
96426101559,267059.70,3,8297692257
88362232392,133522.47,4,7628996195
44471734818,767792.48,4,3685883073
90542794601,946626.55,3,2984797969
73385355129,422097.29,1,7616684127
55411917335,513992.7,2,8091003471
48933117976,509344.76,3,6174412860
14213222181,639919.78,4,6891030917
26580833573,726425.20,3,4507982204
21320709844,357751.9,4,7022056199
37722547821,121642.18,3,1059320882
24176879514,522697.6,4,1159325740
15682497178,510701.23,1,9077001643
78145058358,886443.89,2,6446712082
95314246325,413178.96,4,6790630693
84146904510,964747.78,1,5387471808
57455510912,503927.89,3,1614512710
37778540571,874101.61,3,5955682873
17105104060,212483.77,4,2250687925
14123991727,917009.20,1,4054217191
37410960476,667554.47,2,7067023083
33247118944,616574.46,4,6816718665
60015217697,315891.11,4,4193455936
45351749906,936714.11,1,7292678298
40167885196,973142.2,1,8866275789
45804092790,509002.35,4,4616728383
59432222676,374575.82,1,5193523019
80176553261,649370.32,4,2107137086
76422919967,412483.85,4,3192509938
43901998569,194691.72,3,3521743874
39952877424,725804.67,4,5088406733
63076763243,613126.42,1,8542818121
92170066525,325880.70,4,3651922180
83450776481,993894.58,2,6913604642
70323971500,391371.2,1,3183527985
19117337631,917015.5,2,6259026518
74003279711,91300.99,3,1770283741
71392393894,211938.54,2,5574951709
87618624398,158458.79,2,6115853395
81276153532,845872.42,2,4339463875
14297155511,339754.16,4,9690766577
59181158911,32028.94,4,9846529896
57560456776,32409.83,3,6318252333
63074675211,369998.51,4,5875933998
86916100464,273853.82,3,9231498984
50261542543,316987.54,3,1801353996
50612194163,421975.56,1,5641633714
13933655369,327860.79,4,3023102381
44810738070,928386.88,3,4610844849
93635545257,393641.85,2,9793580014
57843808668,601302.5,3,3431837225
93547028505,375925.63,1,6087511005
41253050130,234429.39,3,5295033833
71882072398,296003.38,1,6635579249
37035105845,356018.27,3,8900530170
78851474282,293243.13,4,4070241644
43681840248,505533.85,3,5930497415
69714771693,837690.56,1,5823688926
55069062698,786812.84,1,2025678372
28051188530,880870.82,4,3748387407
16758201843,815586.2,4,8501217838
94395322763,253895.91,1,7300629100
63447492087,51842.72,3,3689089855
14334629198,376081.5,4,7895434361
75761847061,124901.93,4,2027316271
12790863504,284426.31,1,5131270348
34725222329,81961.72,3,4144549461
56758805483,651488.57,4,5363834736
58348342037,408368.85,1,3221118013
82198175781,254201.40,4,5178979505
58090071241,889200.32,2,3265203360
26657932571,990827.34,3,6392492740
49291702204,454538.54,3,6251848477
62393207271,288245.27,2,8163984376
26109232448,335584.78,2,2925052830
64612854773,638842.89,2,1850893578
18093438154,539748.16,1,9393310259
80174644906,791863.73,2,5528952711
79756497158,131410.64,3,1033182152
62823088397,503682.18,1,2626957114
13643536297,618231.84,2,3582280808
11759481314,907508.28,2,5115423186
15325121264,914062.70,4,4063231761
96281935349,705804.89,2,4627795769
19440021603,548607.14,1,4901743083
17558799318,195265.79,1,6026181188
84991428092,801479.55,4,9908661554
73781145916,497594.40,4,1877352901
33900564251,823446.56,1,4231739373
36156618905,599374.13,4,8631268154
31041885806,494648.73,2,8161696456
54832626444,888286.7,2,7495387266
33680153288,729143.25,4,6403156130
49450875561,570759.93,4,9530662484
61639087775,740998.75,1,6992871579
93051759381,542318.28,4,8133347381
39374123434,650387.35,3,3365959534
28213400703,596113.49,4,5098713282
74023708405,218997.67,1,4521678891
37853244601,531196.30,2,3120097944
62883302645,199851.90,3,3880433200
92993175907,167200.60,3,8244763661
62233103549,313245.10,3,2067703007
41004102514,919819.81,3,9516610027
49056116788,758680.36,4,4631122139
24215138805,201647.2,4,1369690464
35237944476,885357.22,1,1248851086
63219949848,631796.43,1,7098148033
48376413797,589753.4,2,6433798075
37251999257,886483.82,1,2633218501
67437465604,346695.31,2,1129728661
46133561646,23262.15,2,6165526607
78632116076,170812.68,1,6389209526
43684825829,755549.67,1,3064230333
62600320857,862350.83,1,5407045678
60304478158,556530.87,2,5671271148
22290474902,528320.17,3,3707454933
62013513189,984400.24,1,8366593093
98811673115,820620.9,1,5651779711
46066804864,708002.22,1,3642287141
43520716513,938964.8,1,7260038483
96309131794,676051.49,1,8389889175
37912431040,261938.27,2,9329224254
39499108390,523581.8,1,4589982496
26169558233,709530.60,1,9283153694
38999756449,863046.79,1,7564179970
91885177253,285390.24,4,8805879301
14742174455,626592.30,3,5333275795
91323601017,894477.32,3,8913886762
78248711616,654045.77,2,7720297234
66518965710,552652.59,2,5340555461
90680843387,936641.23,4,1796783731
77481701187,939010.50,4,5589847230
49299977059,961446.73,3,1653377056
85846528311,368014.72,4,9834730132
19394827118,448933.40,3,3917239345
96418953726,867935.8,3,3232808781
82013113261,18171.99,1,5281443372
30912476192,771005.74,4,2080328216
51144811233,317376.61,2,5661486010
19452563233,469877.60,1,8180367935
99754334921,761217.55,4,9245803006
44776864867,972307.59,3,7126147340
92619617556,913794.31,3,3124032550
81230635621,604367.88,4,9606049757
88136684618,564257.37,4,2156721433
40585245660,430791.17,1,9652283813
18150472707,257949.3,2,1964931847
23483462313,727784.32,3,1078044955
13683353074,618168.95,2,3128656139
92135753277,779952.48,4,4329933259
96591843865,899218.77,3,1797719907
34861379717,578817.20,3,2833285330
83190997702,648965.20,2,9026079668
21995938347,839102.55,2,5548631185
59941416098,696994.17,3,9597055866
78839584403,315328.24,3,1027433203
34240361798,343596.56,4,5168257551
88801602699,254948.86,4,2650556393
73649202258,137279.69,4,2654122101
95710204949,859405.9,1,4089965921
78888510044,738500.51,2,8180367935
28933183087,491897.83,2,4680376843
78536123385,166962.85,2,1089890199
56252180112,760933.78,3,7937052098
80294164273,955358.73,3,9916882405
82434760314,638796.21,2,5931000386
26332381664,207565.6,2,7450067135
47267576609,740410.53,3,7519630410
96324972591,492963.35,1,5686812370
73105815905,429557.63,1,2921240549
85691032093,126899.73,1,4498824636
